SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2)
325, U, 61015DB, 20122.18621823, +.00000344, +00000-0, +20200-3, 0, 066.9174, 052.0253, 0068045, 282.8240, 076.5257, 14.18210739, 01541, 0
327, U, 61015DD, 20122.50266497, -.00000001, 00000-0, 60314-4, 0, 66.5412, 143.2210, 0108453, 143.2695, 217.5878, 13.89687825, 97619, 9
329, U, 61015DF, 20122.26394389, -.00000035, +00000-0, +43469-4, 0, 066.7806, 215.4143, 0111009, 040.4981, 341.5591, 13.65271693, 92445, 2
330, U, 61015DG, 20122.22151341, +.00000196, +00000-0, +17621-3, 0, 066.9805, 087.9751, 0055209, 347.2685, 012.7003, 14.02329483, 98254, 2
333, U, 61015DK, 20122.49872853, .00000341, 00000-0, 95113-4, 0, 66.7140, 224.4198, 0058331, 212.1452, 147.6100, 14.57498963, 6142, 0
334, U, 61015DL, 20121.64506101, -.00000037, +00000-0, +30491-4, 0, 066.9246, 227.9483, 0086304, 279.7345, 079.3995, 13.91264611, 98461, 2
335, U, 61015DM, 20122.30575176, .00000319, 00000-0, 19678-3, 0, 66.8414, 88.3963, 0039156, 14.4390, 345.7812, 14.17292939, 1013, 6
336, U, 61015DN, 20122.21560282, -.00000020, +00000-0, +58326-4, 0, 067.0326, 008.7886, 0084766, 295.4420, 146.8227, 13.68432819, 93292, 2
337, U, 61015DP, 20122.22599711, +.00000234, +00000-0, +31234-3, 0, 067.0073, 159.6283, 0097088, 067.0624, 294.0658, 13.74455240, 93705, 2
340, U, 62029A, 20122.11358962, -.00000092, +00000-0, -40863-3, 0, 044.7872, 164.6180, 2424583, 012.4666, 008.2167, 09.12863836, 92804, 3
341, U, 62029B, 20122.16171258, +.00000023, +00000-0, +52260-3, 0, 044.7923, 071.2609, 2419027, 118.7367, 006.1337, 09.14226402, 93056, 5
350, U, 61015DQ, 20122.22261427, +.00000050, +00000-0, +56431-4, 0, 066.9127, 193.8437, 0123546, 041.6548, 319.3875, 14.20733738, 04489, 4
351, U, 61015DR, 20122.44970375, .00000470, 00000-0, 13431-3, 0, 66.7496, 127.6750, 0043690, 247.5302, 112.1179, 14.53411760, 5079, 7
353, U, 61015DT, 20122.19638884, +.00001354, +00000-0, +14560-3, 0, 066.5017, 207.7968, 0023771, 334.4566, 025.5385, 14.92035437, 06753, 5
354, U, 61015DU, 20122.24670851, +.00000058, +00000-0, +18578-3, 0, 067.0643, 093.2096, 0161267, 070.2124, 048.4428, 13.48233769, 17608, 6
355, U, 61015DV, 20121.63648647, +.00000074, +00000-0, +23798-3, 0, 067.2220, 196.6735, 0253480, 348.0152, 161.1307, 13.32090806, 85077, 4
357, U, 61015DX, 20122.17590878, +.00000193, +00000-0, +17213-3, 0, 066.8101, 087.8654, 0016848, 328.0334, 031.9728, 14.03928663, 98125, 4
369, U, 62039A, 20122.23813140, +.00000082, +00000-0, +16767-4, 0, 098.4577, 021.0091, 0092997, 149.3688, 211.3000, 14.83709093, 08309, 9
397, U, 62047A, 20121.69752141, -.00000095, 00000-0, 12780-4, 0, 58.3055, 200.1367, 0005588, 1.9964, 358.1101, 14.88449574, 9981, 1
402, U, 61015EB, 20122.24425779, +.00000605, +00000-0, +21527-3, 0, 066.6625, 171.7791, 0036027, 181.2317, 178.8703, 14.40615883, 01668, 8
403, U, 61015EC, 20122.72182361, -.00000061, 00000-0, 12356-4, 0, 66.8414, 249.7077, 0027948, 286.4962, 179.8284, 13.80756263, 96273, 8
404, U, 61015ED, 20122.19487824, +.00000151, +00000-0, +39227-3, 0, 066.4686, 108.7630, 0570067, 288.8272, 065.1765, 12.90418955, 75434, 0
405, U, 61015EE, 20122.08257155, +.00000113, +00000-0, +21802-3, 0, 066.8942, 344.3122, 0092679, 276.5720, 160.4651, 13.65800023, 92647, 6
406, U, 61015EF, 20122.21824216, +.00000057, +00000-0, +14723-3, 0, 066.7795, 215.7684, 0113093, 089.8653, 295.7912, 13.66878243, 91514, 4
