,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis,U,Ux,Probability
10924,34229,U,06006AU,20121.97015955,7.139e-05,+00000-0,+30638-2,0,999,1,51.3951,2.9464,0.4471312,118.5687,293.4206,6.40529568,13185,8,13488.838660450412,12246.446863841025,0.9727274023236105,0.0331198602612902,1.4049053065656654e-06
11153,34712,U,09016C,20121.19500022,1.869e-05,+00000-0,+26107-3,0,999,1,46.0651,138.847,0.5060891,330.7073,8.5568,5.53223665,21793,5,15617.553164505356,13503.16966140572,0.8993307068316851,0.1274312568033155,3.1640989813740824e-07
11192,34780,U,09018B,20121.27287196,7.8e-06,+00000-0,+26628-3,0,999,0,20.3106,248.4309,0.7148825,244.2219,28.7324,2.43890833,9547,6,35425.68572062731,23311.626312661192,0.52638862726069,0.16680404900394558,1.2940326518895208e-07
11302,35009,U,09029B,20121.15519463,5.559e-05,-45972-6,28957-3,0,999,9,63.3268,167.2286,0.7252346,249.3842,24.0339,2.3497963,9306,2,36769.14462755772,23897.331805449874,1.2472936081743287,0.21274563338015687,8.997462214773126e-08
11564,35428,U,04045D,20119.73996148,0.00085561,22425-6,21890-3,0,999,4,38.9725,1.2567,0.2436951,289.0337,46.3353,10.7677806,33803,4,8023.937634836282,8662.011555110976,0.7160621027392491,0.12449671023779357,5.746728333547093e-07
11607,35495,U,09034C,20121.40042959,1.393e-05,+00000-0,+20101-3,0,999,4,49.593,170.5409,0.5033902,256.2917,44.9726,5.57232966,21643,1,15505.184594552506,13438.321379050643,0.9583154407321199,0.12462417480864929,3.2840693706172305e-07
11634,35544,U,06006CM,20122.52090559,0.00037283,00000-0,40424-2,0,999,4,51.4174,251.7375,0.2824413,103.5735,289.1762,9.58568901,31964,2,9013.436583417806,9360.247536925393,0.9326329541576929,0.07172347558095456,9.305572045850906e-07
11635,35545,U,06006CN,20122.05836334,0.00017921,+00000-0,+16158-2,0,999,6,51.5649,7.3158,0.1737515,224.9628,119.6949,11.79310466,21769,2,7326.315036705526,8152.374506001858,0.9087421859473357,0.04665192264790445,1.711512208028805e-06
11638,35549,U,07003H,20122.25691928,7.785e-05,00000-0,33295-2,0,999,6,24.0419,101.8185,0.6553260000000001,144.0443,286.448,3.21478284,11545,6,26875.843346233614,19391.07099467386,0.5630638038798108,0.13555731407303578,1.9128296147454766e-07
11756,35754,U,09043C,20122.45863499,0.0009202,44441-6,69857-3,0,999,9,39.8755,189.841,0.3955328,83.1948,319.2002,7.6704383,21608,4,11264.023856368156,10859.823580530643,0.769096144692653,0.15625645816706227,3.436674507326878e-07
11759,35757,U,09044C,20121.82386798,3.41e-06,+00000-0,+27872-3,0,999,8,1.6917,251.8792,0.7147821,305.3853,7.2636,2.43884492,9257,5,35426.60678892203,23312.030379304095,0.341430291956346,0.16524490684826015,9.961768863836616e-07
11760,35758,U,09044D,20122.40312939,0.00472548,-79856-5,28543-2,0,999,8,2.3868,26.9062,0.23755460000000003,12.5477,352.4704,10.83110499,17978,3,7977.025435518376,8628.216758947945,0.15638764303194946,0.11559430846043654,2.053463042063927e-06
11827,35875,U,09050C,20121.87147077,2.457e-05,+00000-0,+52808-3,0,999,3,49.4488,30.0247,0.6020966999999999,334.7772,5.1856,4.01057914,15316,8,21543.023335028865,16732.653982961005,0.9817520661374114,0.1461803073950266,2.068817641085356e-07
11863,35944,U,09054C,20121.97628936,2.087e-05,+00000-0,+30346-3,0,999,5,3.2562,227.1598,0.7089041,31.3962,355.9906,2.53945247,9364,2,34023.08214888543,22692.177129891814,0.35296320985381296,0.18992289233340912,4.84901472937449e-07
11910,36034,U,09058C,20122.24953075,1.797e-05,+00000-0,+17780-3,0,999,0,6.0615,182.6354,0.6481821999999999,101.0105,333.1683,3.36915965,11055,0,25644.37692942215,18794.11284584202,0.34300512655250837,0.17803763938810607,3.5873953452682924e-07
11932,36069,U,93036AYG,20119.50339123,0.00063591,00000-0,83102-3,0,999,5,74.0082,38.8034,0.0019288,229.5774,130.3762,15.58135267,58199,4,5545.089815363252,6770.687752800409,1.203375127533618,0.0014867260302200986,7.656525109461972e-05
11956,36103,U,09065C,20120.80062838,2e-06,+00000-0,+57327-4,0,999,3,49.3861,332.9234,0.5293262,266.6288,34.4484,5.11574271,19219,1,16889.04327246747,14226.46810968973,0.960910990475186,0.11351827207146327,3.3291651841519005e-07
11975,36133,U,09075C,20121.05927199,2.23e-06,+00000-0,+98965-4,0,999,3,45.9083,252.6155,0.51827,250.057,48.6499,5.21880882,19581,1,16555.50202737643,14038.540705347243,0.8969070367422123,0.04976343457440564,7.642977940815127e-07
12063,36288,U,10001B,20121.91972692,9.7e-07,+00000-0,+38518-3,0,999,4,19.8351,226.4822,0.7093696999999999,140.4683,302.4498,2.4914746,9065,6,34678.25840969842,22982.569461458854,0.5132663199307964,0.14413396509002666,1.5259725482672885e-07
12182,36501,U,10010C,20122.30972411,3.58e-06,00000-0,75211-4,0,999,7,49.6762,80.1005,0.48788180000000003,231.8007,73.4143,5.79713755,21147,6,14903.907187780977,13088.618841794712,0.9551375130331945,0.10433440312219426,4.062423890129916e-07
12212,36583,U,10021C,20121.81238551,-6.8e-07,+00000-0,+83969-4,0,999,2,2.6355,248.2556,0.7136866,95.9647,342.0466,2.44702989,5984,3,35308.109783652864,23260.0177197553,0.34101654218120364,0.15823645023276742,6.69324748346573e-07
12221,36594,U,10025C,20122.35550048,9.54e-06,00000-0,27049-3,0,999,5,49.4604,183.8398,0.5394875,24.0543,353.8746,4.95643166,17675,1,17431.89575219524,14529.705410946899,0.964886086061974,0.11794225762620009,3.113885790945371e-07
12304,36746,U,10032C,20122.16994364,3.37e-06,+00000-0,+28878-3,0,999,0,1.683,326.5399,0.7143457,39.5769,355.1392,2.44318567,8544,2,35363.66517735838,23284.410242489943,0.34073877458193613,0.16374210879320936,1.0102632262505321e-06
12305,36747,U,10032D,20121.81652795,6.958e-05,+00000-0,+16019-2,0,999,9,1.701,117.26,0.6233086999999999,86.5505,338.2813,3.69455867,10924,0,23385.743120436087,17673.71492739517,0.3038064861639443,0.1490422920509919,1.4806353997416504e-06
12308,36794,U,10034C,20119.89269636,7.87e-06,+00000-0,+14504-3,0,999,8,49.5577,345.5135,0.5535215,234.0654,61.1983,4.75878351,16741,9,18155.900519206432,14929.28213224916,0.9708083003376837,0.1356139155493196,2.6122962212895677e-07
12319,36832,U,10037C,20122.0684657,2.413e-05,+00000-0,+67728-3,0,999,9,2.4257,324.6987,0.7125859,66.2181,350.4155,2.47942602,8518,5,34846.77473861471,23056.963975677056,0.3471617218117283,0.17840739757943522,6.652752107812488e-07
12320,36833,U,10037D,20122.06954728,0.00066914,+00000-0,+39545-2,0,999,6,2.2091,334.1693,0.5734175,55.671,346.028,4.50365588,11496,2,19184.41424081451,15487.90792074975,0.29577102477007605,0.16981682912883006,1.1876019015842616e-06
12329,36869,U,10039B,20122.07063968,0.00010449,+00000-0,+57256-3,0,999,7,20.1628,28.0198,0.4895236,81.5174,328.9858,5.87283848,14986,8,14711.795717562454,12975.900886260531,0.46108734874574026,0.14875435707833443,3.0821255171670334e-07
12360,36958,U,06006CQ,20121.77380785,3.243e-05,00000-0,17049-2,0,999,9,51.769,28.6107,0.48047690000000004,111.9955,304.7692,5.83142799,24063,8,14816.268013282968,13037.258578905354,0.9872934810432353,0.028773014448334456,1.4865971279158706e-06
12361,36963,U,06006CV,20122.22369674,1.292e-05,+00000-0,+66830-3,0,999,5,51.5636,113.3895,0.49718190000000007,84.9389,327.7617,5.56231166,22634,0,15533.110203321472,13454.451929683895,0.9881418652617745,0.045062549705589906,9.087561930921798e-07
12362,36964,U,06006CW,20119.51014772,1.393e-05,00000-0,76236-3,0,999,3,52.0324,260.8208,0.5030741,247.4955,53.0067,5.4571175,23350,7,15832.534300388437,13626.804359435759,0.9974216038869597,0.03332820002311309,1.2089886754497172e-06
12364,36968,U,07003AE,20121.20898211,2.01e-05,00000-0,46099-2,0,999,2,25.8505,76.827,0.7562437,326.6221,3.1538,1.89013365,8776,9,45711.05328980307,27629.596852446604,0.614144059929803,0.09915408966661944,1.566957453737321e-07
12365,36981,U,65108DM,20122.19489607,-5.65e-06,00000-0,-15957-3,0,999,6,29.5796,143.8349,0.670657,64.181,348.8389,2.99373021,18042,4,28860.31604030211,20334.232462336277,0.6573458881221204,0.12723349409394144,1.8285950952609934e-07
12366,36983,U,65108DP,20116.5387865,9.12e-06,00000-0,10089-3,0,999,4,27.0552,304.875,0.4815963,275.5641,33.4236,5.96191279,46217,5,14491.993265134628,12846.33208997517,0.5687399992762687,0.12962697835094508,3.356239587924412e-07
12464,37159,U,10045B,20122.3987544,0.00017078,00000-0,52218-3,0,999,6,31.9193,84.5854,0.5590793000000001,55.4461,345.3738,4.75698824,12763,5,18162.75248979804,14933.038067087035,0.6760499719658558,0.1781643585566577,1.9924008439338528e-07
12478,37187,U,10053C,20122.05678013,4.85e-06,+00000-0,+11546-3,0,999,9,49.5025,133.6696,0.5187215000000001,132.3621,285.1811,5.27731445,18236,8,16371.963584622099,13934.591523445166,0.9599340426407835,0.10512763369536625,3.6982111246474233e-07
12493,37206,U,10056A,20122.1039898,1.64e-05,+00000-0,+33769-3,0,999,7,2.4558,68.9563,0.7117319999999999,27.9539,356.4229,2.49253796,8350,1,34663.46406214812,22976.03248764612,0.34770452688641534,0.1804101815984996,6.542890120631854e-07
12495,37208,U,10056C,20122.09736441,5.97e-06,00000-0,18874-3,0,999,5,2.8762,26.9444,0.7043569000000001,112.0176,332.439,2.57766161,8519,6,33518.75190475448,22467.37263415448,0.3420004840709808,0.16816493124928525,6.097040492337406e-07
12504,37220,U,10061C,20121.58461687,3.2e-07,00000-0,48565-4,0,999,0,49.4349,127.271,0.546582,214.5175,93.3791,4.8015695,16464,5,17994.116298847697,14840.46165438789,0.965254339786095,0.08971536970789157,3.9687200882811437e-07
12508,37235,U,10064B,20122.19051816,0.00361064,-43772-6,+60664-3,0,999,4,24.2328,325.0728,0.47255690000000006,257.6287,47.3595,6.30885707,11275,8,13695.032086057388,12370.932344680388,0.5298667415244326,0.18613914592264116,2.5535269870095996e-07
12514,37253,U,10066K,20122.13681661,1.341e-05,+00000-0,+12427-3,0,999,0,34.5112,214.2894,0.42490290000000003,332.1774,10.4282,6.95151987,23321,4,12428.936637708266,11596.218193227643,0.681324557749008,0.11679670548800604,4.177030229382413e-07
12518,37260,U,10069C,20122.26215371,3.3e-06,+00000-0,+97774-4,0,999,2,49.6024,135.9581,0.5045354000000001,222.7164,84.6483,5.51743871,18632,1,15659.439921535619,13527.30282549437,0.9581243004210072,0.10654988231216862,3.8020260224098695e-07
12521,37266,U,10070C,20121.78907167,1.277e-05,+00000-0,+28077-3,0,999,7,3.2827,182.2721,0.7163706,270.2157,15.6618,2.431293,8096,9,35536.64654979881,23360.278938026317,0.35164460369227035,0.17960935771540182,4.851290542732013e-07
12550,37323,U,93036BKP,20121.77435488,0.00023352,+00000-0,+39203-3,0,999,6,73.9012,263.925,0.0025301,273.2604,86.5714,15.51328419,58133,4,5569.420307254746,6790.4787071328365,1.202760903110324,0.001884121513587933,6.015391091938781e-05
12567,37347,U,11001D,20122.00998489,0.00011941,+48737-5,+48925-3,0,999,2,50.3498,319.2206,0.1836118,94.8413,286.3349,11.7516316,38094,5,7352.170570084923,8171.543779450911,0.8905486378767212,0.07504827727346221,1.0569780433978875e-06
12568,37363,U,11005B,20122.42658603,1.431e-05,00000-0,50441-4,0,999,7,99.4077,68.6651,0.0324674,334.7893,23.7769,14.94188492,50052,1,5782.402987480646,6962.512147591363,1.5354136199399362,0.01921357511485712,7.063489856651274e-06
12571,37378,U,11011B,20122.27630101,0.00041113,25969-6,55634-3,0,999,2,25.974,125.7826,0.5133057,233.9739,66.9657,5.54084049,2039,0,15593.302163441273,13489.187522838765,0.5663950983277469,0.17858077081707216,2.3417401489492852e-07
12583,37394,U,11016C,20121.71790385,4.135e-05,00000-0,42663-3,0,999,8,5.4174,270.9798,0.6990831000000001,334.7955,3.1608,2.67624335,8213,3,32284.05966893855,21912.19193034547,0.3619432765000787,0.1948767438675094,3.072564739432294e-07
12723,37604,U,11021C,20122.51919014,5.96e-06,00000-0,10199-3,0,999,5,49.2278,238.0377,0.6027949,50.3724,348.9652,3.99656044,12827,5,21618.589609018898,16771.759799081243,0.9780646633774558,0.14393483293363282,2.0928067427991674e-07
12726,37607,U,11022C,20122.29749236,6.552e-05,00000-0,44621-3,0,999,6,2.3575,24.2339,0.6515003,157.2313,254.6421,3.33755233,9261,8,25887.23455311336,18912.582471552734,0.330721332040872,0.18935285713651379,8.270425126817733e-07
12820,37747,U,11034B,20121.80947111,8.93e-06,+00000-0,+17825-3,0,999,0,18.0726,7.4252,0.5966146999999999,246.7517,41.6792,4.08897047,12878,6,21130.013198652425,16518.10571633448,0.45579728980283707,0.14237263299688863,2.462650333653915e-07
12837,37777,U,11041C,20121.58892393,1.434e-05,+00000-0,+40867-3,0,999,1,1.6102,197.1534,0.7172864999999999,39.6161,355.1861,2.41810581,7544,4,35730.44638604958,23445.132438743392,0.3468125684754375,0.17820664361308347,9.773770555616549e-07
12838,37778,U,11041D,20122.18468392,4.395e-05,+00000-0,+14601-2,0,999,2,2.4767,305.3703,0.6182054,174.9231,196.5845,3.74756979,10073,0,23054.94089277521,17506.650883175487,0.2980968421120565,0.13138049309156893,1.1483562169680145e-06
12860,37811,U,11049C,20122.16558011,1.06e-05,00000-0,17813-3,0,999,9,2.2308,180.9644,0.7123328,97.2462,341.5254,2.48835966,7573,2,34721.66881213627,23001.745252482546,0.3487263596803578,0.18414422874791486,7.065248916171566e-07
12866,37828,U,11054C,20122.12377196,5.99e-06,+00000-0,+14886-3,0,999,5,49.4948,38.566,0.5588158000000001,314.1836,11.6946,4.66635804,14226,6,18515.510224329035,15125.770914145507,0.9709002435367641,0.1316260180212053,2.6418916340371657e-07
12881,37845,U,11059C,20121.31347546,8.57e-06,00000-0,16652-3,0,999,5,49.7039,82.5025,0.45968549999999997,97.7514,315.025,6.29101447,19395,5,13733.873989960795,12394.312292995093,0.9485840635942218,0.1051856459842684,4.341053838175453e-07
12899,37871,U,11064E,20122.03352725,2.2e-07,+00000-0,+19051-4,0,999,6,52.6358,330.0637,0.5753403,328.1414,7.3173,4.32933189,13333,5,19956.889930191977,15900.921873424159,1.0262726735385093,0.06704409696110306,4.866138425647041e-07
12901,37884,U,87079BP,20120.76197884,1.65e-06,+00000-0,+91139-4,0,999,5,65.1013,299.3759,0.5218908,22.1595,353.9783,5.15030164,14717,2,16775.716460754717,14162.756242839481,1.2178532775871334,0.03432486651128886,1.1757142037991252e-06
12913,37896,U,99025EMV,20121.77951242,0.00010593,+00000-0,+30437-3,0,999,9,98.6139,139.1354,0.010912799999999999,123.1793,237.9968,15.30235183,56226,0,5646.190922797519,6852.737593725056,1.5204991134899546,0.0018277966571600202,7.51378988710784e-05
12989,38015,U,11077B,20122.39080006,0.00682098,-25524-6,82248-3,0,999,1,23.5685,338.4944,0.43046949999999995,65.0242,333.2826,7.08171165,9530,3,12200.440270679477,11453.65413090737,0.5073389277968958,0.17788604451877912,2.947939801045008e-07
13011,38050,U,12002B,20122.03373151,4e-07,00000-0,24569-3,0,999,4,24.5362,65.5624,0.7234007,323.5026,4.3156,2.29479141,6930,8,37650.48083389853,24277.692909366444,0.5861431296180349,0.11659003838003974,1.6213352324804053e-07
13034,38089,U,12007C,20122.37327658,1.333e-05,00000-0,19580-3,0,999,2,49.5832,119.2693,0.505799,302.9545,18.1521,5.52990789,16421,1,15624.13004314978,13506.960373698399,0.9587326949797172,0.12401116606948612,3.277081341781835e-07
13038,38095,U,12008C,20122.49201537,2.503e-05,00000-0,57840-3,0,999,1,20.7717,133.1878,0.6928354999999999,67.1375,349.3308,2.73934034,7611,9,31540.440133846234,21574.4083878519,0.529334801219047,0.17587944060252922,1.3566981205676164e-07
13041,38100,U,12011C,20121.52551575,4.24e-06,00000-0,18214-3,0,999,7,50.6683,203.0744,0.5064468,221.3529,86.6449,5.43204844,16015,3,15905.601902180386,13668.697573975089,0.9756912072497163,0.06989184746632104,5.721513338357718e-07
13044,38105,U,12012E,20122.43037763,0.01827213,42322-5,35266-3,0,999,0,47.116,221.9671,0.17694939999999998,329.4247,21.4071,12.33177579,13443,2,7006.290210860216,7913.20610495854,0.8342935128934,0.11211102431448722,7.309141329954793e-07
13141,38246,U,12016B,20121.24453918,8.61e-06,+00000-0,+15709-3,0,999,5,49.6125,338.368,0.511342,212.0399,102.9232,5.43758372,15789,8,15889.410526630018,13659.41981206359,0.9606563015052411,0.12491869988921551,3.2039821361274375e-07
13203,38333,U,12023C,20121.79679625,8.22e-06,+00000-0,+44149-3,0,999,2,1.4134,234.7226,0.7172678000000001,145.618,293.8066,2.40906403,6860,6,35864.551097049916,23503.759175748273,0.34271913497344575,0.16789008209440756,1.1635342480641614e-06
13204,38334,U,12023D,20121.96919173,0.00075262,+00000-0,+37510-2,0,999,0,1.3879,177.8826,0.5438951999999999,243.8077,51.7046,4.97924536,9882,6,17352.027014792457,14485.290383197353,0.2818157091505092,0.1653130540232679,2.0452407106396623e-06
13212,38344,U,12026C,20121.95274412,0.00010929,+00000-0,+60627-3,0,999,8,49.2729,304.396,0.636016,46.6297,351.3087,3.56437274,10007,4,24239.88912001386,18101.482648772075,0.989962795520175,0.18820882621418636,1.4438049486388042e-07
13217,38353,U,12028B,20122.21395754,0.00070518,-57631-6,59789-3,0,999,9,26.8608,47.1061,0.40812070000000006,308.2705,21.5426,7.42876112,15215,2,11630.472242187268,11094.097077825485,0.5524489097925044,0.15811851171736221,3.352524635710325e-07
13370,38549,U,68014C,20103.06927503,0.00034978,45244-6,21054-3,0,999,7,49.0147,30.506,0.4857619000000001,262.4707,42.0592,6.04399383,12013,2,14295.183355605775,12729.760001705888,0.9467197518945842,0.18095688234887014,2.4446099252806507e-07
13373,38553,U,12035C,20121.8884424,4.41e-06,+00000-0,+33817-3,0,999,3,6.2283,285.9143,0.7178627,83.2832,346.6921,2.39899884,6720,9,36015.02366712274,23569.45454862033,0.36256979837171377,0.1650882556953785,2.8341978871396603e-07
13374,38554,U,12035D,20121.87478601,7.547e-05,+00000-0,+16243-2,0,999,4,5.9678,74.6593,0.6746384,147.8483,281.9792,2.9811088,7664,7,28982.50476467011,20391.58604982001,0.347829062733639,0.16906364139007474,3.4427328117255384e-07
13391,38585,U,08011AG,20120.48964136,3.69e-06,00000-0,14367-3,0,999,7,48.9819,243.0816,0.6514751999999999,52.6405,350.5075,3.23929262,10590,4,26672.48999567072,19293.13351006365,0.9842048285329985,0.10257756765907405,2.404023100353343e-07
13401,38601,U,08011AY,20122.11813979,8.596e-05,00000-0,11441-2,0,999,5,48.0127,195.288,0.5741341,141.0222,279.1534,4.45370802,13056,1,19399.565398541778,15603.489373713275,0.9505739040831744,0.15009654458128538,2.214586979713931e-07
13402,38602,U,08011AZ,20120.05462308,2.29e-05,00000-0,19982-2,0,999,6,48.6891,278.791,0.6542210999999999,49.0423,351.4456,3.19382695,10983,9,27052.185779821288,19475.79987348317,0.9795009906048567,0.09278265270551504,2.6196624860651593e-07
13404,38606,U,08011BD,20121.64754025,-5.22e-06,+00000-0,-50843-3,0,999,6,48.7279,325.6652,0.6610013000000001,22.0161,356.6492,3.07236933,10487,1,28121.61908932999,19985.757336379,0.9803146658015288,0.027413929185679812,8.531103379413505e-07
13407,38609,U,08011BG,20121.84053826,0.00022103,+00000-0,+15028-1,0,999,3,48.2817,280.2654,0.6472905,73.7311,344.7591,3.30187576,10758,4,26166.944573347602,19048.571192195475,0.9713546102756115,0.10725675076425471,2.3379932451999353e-07
13427,38654,U,12036C,20122.15256013,1.028e-05,+00000-0,+16141-3,0,999,5,49.5935,127.8861,0.5180599,97.7279,321.4753,5.3297099,15068,3,16211.013661362693,13843.115536092084,0.9621345687863414,0.12766961082801037,3.0783497386979083e-07
13441,38673,U,86010H,20121.07621753,2.926e-05,00000-0,37073-2,0,999,0,30.6108,65.9061,0.6756666,308.2764,8.3439,2.89489348,14313,0,29845.657740746992,20794.468861306108,0.6719619308675647,0.08306914827979472,2.683872697592087e-07
13442,38678,U,09014D,20122.5077453,0.01200809,47476-5,30408-3,0,999,5,39.9719,195.2089,0.0891194,25.6392,338.5927,14.32459615,25175,2,6031.583654803419,7161.125740760941,0.6959191544268747,0.07336245508627681,1.2344392149048874e-06
13489,38742,U,12043C,20121.72615926,2.481e-05,00000-0,72550-3,0,999,5,5.8379,311.1978,0.7166587,81.4667,347.048,2.42647159,6697,4,35607.25802687021,23391.21335232152,0.3641565602872283,0.17845562881514185,2.8409704324324015e-07
13490,38744,U,12044A,20122.52199639,0.00136834,11162-4,83649-3,0,999,1,49.86,175.2321,0.0639214,11.9416,349.5891,14.6170757,34733,0,5910.895022593336,7065.277540774791,0.8526156071531326,0.05047155751427122,1.885044786913054e-06
13491,38745,U,12044B,20121.72875311,3.742e-05,+24531-5,+11140-3,0,999,4,49.8931,235.4611,0.22123289999999998,318.0013,27.0384,11.0265553,30209,8,7835.62931933965,8525.953979641785,0.8920548778330253,0.09356508983587705,8.021595372418805e-07
13492,38746,U,12044C,20121.93174763,2.82e-05,00000-0,17885-3,0,999,9,49.6774,277.6594,0.24022559999999998,49.5948,329.0997,10.51361253,29249,9,8217.91746209616,8801.05859525196,0.8934843627013784,0.07994224158164542,8.99473033597861e-07
13494,38750,U,12045B,20122.14079353,9.79e-06,+00000-0,+30518-3,0,999,9,0.5702,23.0424,0.7189406999999999,69.0999,343.7273,2.38903637,6620,6,36165.20915502011,23634.93341491366,0.34294535400489035,0.16961603986710652,2.832691483827292e-06
13495,38752,U,12046A,20121.75422039,5.951e-05,+00000-0,+55690-3,0,999,4,10.0042,42.8782,0.6934442,47.198,353.085,2.75233046,7524,0,31391.579338187465,21506.472003676492,0.3964056032675739,0.19449700716210086,1.8844847267432045e-07
13496,38753,U,12046B,20121.95015177,9.228e-05,+00000-0,+66082-3,0,999,6,10.0674,57.9737,0.6950491999999999,17.9489,357.5306,2.73751727,7464,8,31561.444724693916,21583.985750251843,0.3995654371871843,0.2003013074770347,1.8231367667743894e-07
13508,38780,U,12051C,20121.97253675,2.083e-05,+00000-0,+38418-3,0,999,5,6.5439,359.1655,0.7125615,95.8772,341.6892,2.48578685,6681,1,34757.60602724244,23017.61384728077,0.36968060000440717,0.1845689550650367,2.5496372701726224e-07
13509,38781,U,12051D,20122.46944346,0.00099027,00000-0,28286-2,0,999,8,6.3676,121.5107,0.5242835,194.7969,140.624,5.32563735,11775,5,16223.410330408624,13850.171918096128,0.3020309746417028,0.17041514567885624,4.966746987606819e-07
13565,38884,U,12044R,20122.12727877,4.034e-05,26169-5,13025-3,0,999,4,50.0114,0.9531,0.2287864,175.5086,187.0764,10.86052381,29232,6,7955.417391603693,8612.62839541576,0.8958911132647583,0.094418063434914,7.849470761384493e-07
13566,38888,U,12044V,20122.20939612,0.00020404,+48981-5,+36204-3,0,999,8,50.0203,223.4311,0.17398450000000001,151.4275,219.4226,12.07003294,31130,7,7158.224043753105,8027.196983855272,0.8823160565204083,0.08493073709561924,9.549939803994e-07
13567,38921,U,12044BE,20122.4929454,0.00050897,65231-5,56994-3,0,999,5,50.1847,181.6403,0.1301855,52.153,319.0133,13.07313173,32026,4,6608.974940696937,7611.141554482185,0.8740277886603912,0.07488587410704522,1.159300513918334e-06
13568,38922,U,12044BF,20122.21681033,0.0001331,+37055-5,+32611-3,0,999,5,50.0579,71.5616,0.2111402,33.654,338.1984,11.24615926,29923,8,7682.622840608785,8414.59861397981,0.8922228297140963,0.09185981755673683,8.314689907444251e-07
13569,38926,U,12044BK,20122.50035985,0.00024563,56073-5,44109-3,0,999,8,49.9871,169.569,0.14921879999999998,140.3325,231.6868,12.59840885,32064,4,6858.008898480859,7801.158323163899,0.8757885421919516,0.07659667435532384,1.0976125542635847e-06
13570,38948,U,12044CH,20122.16150724,0.00013084,+42029-5,+24008-3,0,999,1,50.0715,25.4639,0.161991,299.8058,45.1329,12.32506828,31606,6,7010.1031521425375,7916.076844750749,0.8802352179369394,0.08092533389589412,1.0202611454137866e-06
13572,38954,U,12059B,20120.48221758,6.797e-05,00000-0,61993-3,0,999,8,20.0655,223.6046,0.6511129,342.2947,2.9093,3.33358631,8051,0,25918.033002721328,18927.579896397845,0.5092734093503746,0.18291045123822675,1.5787987414025293e-07
13573,38957,U,12044CQ,20122.08661429,0.00026161,+44937-5,+40053-3,0,999,9,50.0118,157.1641,0.1622808,212.4836,136.5182,12.33749894,31240,3,7003.040115357449,7910.758717100157,0.8792391999644523,0.08274531286840185,9.985681027025274e-07
13574,38959,U,12044CS,20122.27243177,0.00071128,77877-5,63705-3,0,999,9,49.9621,155.0809,0.0961284,32.9527,332.7705,13.85137441,29363,0,6237.648152635563,7323.313819192173,0.8621340376633222,0.06336155783056518,1.436630181962363e-06
13575,38960,U,12044CT,20122.22748921,0.00016128,+37520-5,+34883-3,0,999,8,50.1289,73.986,0.18232089999999998,307.3962,37.411,11.86584761,25564,6,7281.401450595573,8119.021903456214,0.8862448884064094,0.08477281158521426,9.432784467909061e-07
13576,38961,U,12044CU,20122.4683738,0.00015745,42500-5,27978-3,0,999,8,50.0813,12.3531,0.1617593,304.3772,41.4262,12.33241981,31641,7,7005.924330433575,7912.930608479547,0.880325272206735,0.08107275331329769,1.018971785137681e-06
13577,38971,U,12044DE,20122.17192229,0.0001718,58815-5,30603-3,0,999,3,50.0724,173.124,0.1459032,109.2464,267.1666,12.67581135,31999,0,6816.131734242006,7769.36836023401,0.8763377377618536,0.07599386128603627,1.11242523727018e-06
13584,38993,U,12062C,20122.28612738,5.6e-06,00000-0,18497-3,0,999,0,2.8471,36.9609,0.7108454000000001,101.7017,339.0043,2.49261518,6573,6,34662.3902049734,22975.557961024784,0.34414653338534845,0.16823078126525556,5.991116295411363e-07
13591,39010,U,12065C,20122.53542135,5.53e-06,00000-0,10319-3,0,999,2,49.6207,224.2029,0.466901,63.8114,336.4837,6.16168374,16637,2,14022.141292178685,12567.144874345562,0.9489570703277103,0.10427117436567135,4.296080264161445e-07
13611,39036,U,12075C,20122.0041405,4.38e-06,+00000-0,+14086-3,0,999,4,2.1715,149.8683,0.7201155,329.6586,3.6091,2.36605579,6262,6,36516.46777103257,23787.724691500578,0.3426012715742504,0.16017231822461309,7.79487556135685e-07
13612,39037,U,12075D,20122.25136104,3.814e-05,+00000-0,+98189-3,0,999,0,1.8432,145.2144,0.6407354000000001,357.3261,0.5206,3.44039322,7893,9,25113.408402775545,18533.78704504422,0.31078912820860893,0.15052211681059613,1.2888862453489693e-06
13621,39069,U,13003B,20122.20370211,7.205e-05,-32503-6,+95014-4,0,999,4,80.2361,4.3233,0.0499265,321.6604,35.0062,14.78938924,38256,6,5842.026239076793,7010.291298316555,1.2994261940180143,0.038105337803947675,2.9865428364006517e-06
13632,39080,U,13006C,20122.07842352,4.96e-06,+00000-0,+15915-3,0,999,1,6.0596,251.0396,0.7217051,221.269,52.8127,2.34889778,6130,0,36783.20986790664,23903.425688300853,0.3623660740812287,0.16400975990276578,2.8691051535583625e-07
13633,39081,U,13006D,20122.08410113,4.498e-05,+00000-0,+15136-2,0,999,9,6.023,242.3579,0.6433926,239.4855,42.4243,3.39017227,7718,1,25485.430567810057,18716.3738992631,0.32834067890077134,0.14060352321750383,4.4032779641523945e-07
