,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis,U,Ux,Probability
173,614,U,63025B,20122.17260071,8.115e-05,-96982-6,+15213-3,0,999,9,81.9816,158.1576,0.0555302,31.4847,331.8353,14.59612907,59037,0,5919.377636744891,7072.035422912226,1.3254913309835397,0.03775917311789743,3.019777069756341e-06
229,750,U,64006C,20122.20985711,1.573e-05,+00000-0,+20958-3,0,999,1,60.7685,42.1921,0.17083370000000003,141.6178,231.9702,11.78681838,57710,7,7330.222390344494,8155.272859788057,1.0551124907085616,0.029115844277606755,2.856537576295619e-06
237,829,U,64038A,20122.18617568,2.73e-06,+00000-0,+83293-4,0,999,0,60.8069,36.3694,0.2986467,114.0983,279.9023,9.13988022,81025,9,9453.077931036605,9662.196998279569,1.0894599690671403,0.014497035691084043,4.591808766004477e-06
238,831,U,64038C,20122.18101779,3.219e-05,+00000-0,+37570-3,0,999,4,60.7028,125.9903,0.1603895,30.001,338.3758,12.02025762,9048,7,7187.865911978681,8049.341880700032,1.0512763822245836,0.031162548679922197,2.7136306917038164e-06
258,963,U,64086A,20121.98667837,0.00100425,-12002-4,+70452-3,0,999,5,19.7107,358.1479,0.0695172,52.1914,313.9413,14.46047311,18780,3,5974.908244201977,7116.195803049884,0.3506815066112216,0.05211593122454182,1.6836882962033027e-06
337,1613,U,65078A,20122.43205182,1.312e-05,00000-0,10012-3,0,999,3,144.2344,56.0128,0.12251880000000001,17.5477,346.4109,12.78856821,42632,7,6756.033871910669,7723.632617062355,1.9599657305798255,0.0077371479013961875,3.23476508498983e-05
338,1616,U,65078B,20122.15142585,1.089e-05,+00000-0,+69161-4,0,999,3,144.2343,157.6777,0.10946739999999999,186.2888,172.2783,13.08252989,45513,4,6604.22721954125,7607.4960163097385,1.9538963084851568,0.011737494307524644,2.1745532377489054e-05
369,1863,U,65108A,20122.24651078,-7.5e-07,00000-0,68797-4,0,999,2,26.9003,20.6928,0.609589,324.0922,7.3406,3.84502455,28115,9,22470.59774949941,17209.575027347266,0.5944126607593003,0.10389591021906726,2.8375546950144046e-07
408,2150,U,66034A,20122.20067905,1.588e-05,+00000-0,+98787-4,0,999,8,82.3879,183.3604,0.16250799999999999,323.3512,26.6378,12.09801651,12692,8,7141.666563984545,8014.813889759514,1.3674614736465471,0.05580397569192355,1.7455174689471278e-06
450,2389,U,66070A,20122.17531579,1.134e-05,00000-0,63589-4,0,999,0,81.3917,41.1794,0.12310750000000001,283.7753,62.957,12.94405043,30531,6,6674.881287526008,7661.657960411406,1.3414080427762842,0.04613662533331731,2.2213726493623863e-06
479,2643,U,67001D,20122.07118118,1.065e-05,00000-0,60440-3,0,999,2,25.8782,25.359,0.618043,139.1546,289.1348,3.7335597,66890,0,23141.453985589145,17550.419053440004,0.581019082287026,0.1171230707091957,2.4765267691497266e-07
551,2971,U,67094C,20121.52943133,3.6e-06,00000-0,16620-3,0,999,8,28.3722,294.6889,0.6641515,326.0953,5.2581,3.07740053,48969,3,28075.643439237338,19963.968435895065,0.6346346715773845,0.12035336510852587,1.9929274893928833e-07
780,4221,U,69097A,20122.17651727,3.513e-05,+00000-0,+16464-3,0,999,9,102.7082,117.7385,0.061671000000000004,12.7736,348.8287,14.28148669,39867,2,6049.790324735443,7175.529337413505,1.5833686540980703,0.028166254651212332,4.803011685807777e-06
787,4251,U,69101B,20121.53947174,5.74e-06,+00000-0,+18247-3,0,999,6,27.6248,196.0141,0.5644357,32.6476,352.2164,4.55212005,57622,6,18980.16727392767,15377.783871753993,0.5967153169200147,0.11585902531831038,2.9508625236879316e-07
797,4298,U,70003B,20122.69115914,1.533e-05,00000-0,87741-3,0,999,8,27.8899,199.4976,0.6599659000000001,220.5203,64.6512,3.139934,49243,4,27516.50193921274,19698.018653813255,0.6261050938639537,0.12539006045042678,1.9560703571950103e-07
807,4354,U,70021B,20120.53661414,9.78e-06,00000-0,32331-3,0,999,0,25.21,263.8793,0.6473699,271.2713,20.883,3.34086118,30142,8,25861.59536266634,18900.09283099413,0.5817917732515517,0.14737919413009698,1.8070084043361716e-07
814,4377,U,70032B,20121.99989517,8.74e-06,+00000-0,+27907-3,0,999,3,26.848,60.7228,0.5903065,139.1581,284.8615,4.17178679,53771,9,20710.55026280478,16298.769615194205,0.5922074811193802,0.1326036920817982,2.407565872334372e-07
995,4903,U,71009B,20122.40139346,1.515e-05,00000-0,29333-3,0,999,5,25.4386,99.1225,0.6035366999999999,196.6248,128.6385,3.9869214,50492,5,21670.856114695413,16798.78124843693,0.5740513152518453,0.14507663264970622,2.1433820199584773e-07
1064,5054,U,71021B,20121.87825468,-8.2e-07,+00000-0,-11650-3,0,999,7,63.5504,7.6166,0.7294666,271.756,14.0173,2.19896887,790,3,39291.14285278627,24977.952566787648,1.2485831483292666,0.06820714552150149,2.6238629919081834e-07
1184,5632,U,65108N,20121.79096209,5.808e-05,+00000-0,+30814-2,0,999,3,26.0137,354.9746,0.5862542,27.9625,353.9603,4.18723236,24642,1,20634.15463287067,16258.663758663912,0.5727330045348848,0.09474926241615501,3.3679415688367393e-07
1207,5729,U,71119A,20122.23548156,2.52e-06,+00000-0,+23771-4,0,999,6,73.9579,327.351,0.0802934,270.4924,80.4339,13.76446461,33190,5,6277.033102851648,7354.10808284476,1.226542632104026,0.018961797157194753,5.406651686361094e-06
1208,5730,U,71119B,20122.43156194,9.92e-06,00000-0,66054-4,0,999,9,73.893,79.5125,0.0688974,114.2565,253.2115,14.0412014,35284,0,6153.319615513812,7257.160224308943,1.2219463187188435,0.020838072014358427,5.001572067011739e-06
1246,5975,U,70021C,20122.13406296,1.73e-05,+00000-0,+67474-3,0,999,6,25.65,43.1359,0.6633727,50.6892,351.3303,3.10772485,30176,7,27801.689071669265,19833.88772091118,0.592105793890077,0.14127164416126037,1.7560736097596537e-07
1247,5977,U,69011B,20122.15248066,3.646e-05,00000-0,51038-3,0,999,3,29.5379,352.6284,0.5721984999999999,200.6336,121.1534,4.48282131,39939,5,19273.576621772594,15535.859042134987,0.6350640580951298,0.14913272775263337,2.259777763531386e-07
1261,6073,U,72023E,20122.53610646,0.00012561,52733-5,56107-4,0,999,1,52.0565,220.3947,0.1360919,294.5015,52.0025,13.06332853,49605,5,6613.934557458458,7614.948864576971,0.9047182493955966,0.0852512590264111,1.0259257287644599e-06
1400,7003,U,73107A,20122.18385899,7.61e-06,+00000-0,+31907-4,0,999,4,73.9234,110.1736,0.0382564,217.953,139.4123,14.78562422,36824,1,5843.513856055513,7011.481317600102,1.2125626881201372,0.019407172542768723,5.610774223897327e-06
1401,7004,U,73107B,20121.89808122,0.00019608,+00000-0,+15807-3,0,999,1,73.924,263.2632,0.0102191,222.7843,136.5392,15.64026392,39980,0,5524.203456024545,6753.675230897472,1.201453361003876,0.009488497599220273,1.2028000201971497e-05
1574,7337,U,74044A,20122.1699439,4.14e-06,00000-0,20383-4,0,999,6,82.948,352.7054,0.05408430000000001,259.698,94.2839,14.39093615,31745,8,6003.778982787024,7139.101005851774,1.3412054615625637,0.020027021551043887,5.6673728450805315e-06
1641,7688,U,75017B,20122.00463746,1.407e-05,00000-0,16762-3,0,999,3,63.3986,67.183,0.5971635000000001,263.6628,29.4628,4.10689267,1613,5,21037.803259660057,16470.014770416372,1.211903779643224,0.15884685934654053,2.0450863912661238e-07
1654,7800,U,75036D,20120.91506448,1.189e-05,+00000-0,+22298-4,0,999,4,62.0549,71.6714,0.7495571,281.4615,10.1916,1.96673412,32311,1,43930.69664139452,26907.444669302575,1.229648879940722,0.0942642852590809,1.6948824420009327e-07
1692,8018,U,75063D,20121.88881862,0.00019918,+26877-4,+35255-4,0,999,9,61.9946,50.3088,0.7512986999999999,284.0561,9.5468,2.05694672,32195,6,42004.004848506724,26114.84960115135,1.2344877696985532,0.25007734287810457,6.711788303628838e-08
1701,8134,U,75077C,20122.03511605,2.87e-06,+00000-0,+48296-3,0,999,9,13.2099,243.2069,0.7160770000000001,198.0764,109.6848,2.37623989,22798,4,36359.96532319807,23719.709689438954,0.4146321397216583,0.0968189725178855,2.598879924139819e-07
1853,8744,U,76022A,20122.50944515,1.149e-05,00000-0,55625-4,0,999,2,82.9323,32.6773,0.05722580000000001,87.0119,338.517,14.33610668,22667,3,6026.7408668585595,7157.292092439475,1.3417940963022381,0.022540921817448822,5.018500325966474e-06
1934,9270,U,76080A,20109.407906,0.99999999,96157-5,22702-2,0,999,7,61.8243,34.3548,0.0600645,283.4549,190.8427,15.24948834,575,3,5665.763865228806,6868.5654754654115,1.0315930639040785,0.059018001817082964,1.7647001551199647e-06
1935,9271,U,76080B,20099.10015321,0.00055229,-49446-6,15508-3,0,999,2,62.5491,356.8341,0.7121414,277.1197,13.7439,2.5510315,729,9,33868.65273909789,22623.459156267472,1.2320404652812822,0.23570878379487967,8.76916996404198e-08
2035,9880,U,77021A,20121.66998967,-1.703e-05,+00000-0,+14826-4,0,999,5,62.4595,29.1838,0.7484793000000001,283.996,9.7049,2.00638905,21380,4,43062.43597172741,26551.728058723926,1.2373372325873526,0.14892448828263252,1.0971955988374851e-07
2247,10594,U,77112F,20122.17762871,8.25e-06,00000-0,77017-4,0,999,4,63.303,30.4136,0.07347719999999999,125.3584,241.8423,13.90880491,5477,1,6211.892434977004,7303.140912176822,1.0684828119747438,0.01634793653847802,5.938364621580849e-06
2316,10723,U,78012C,20122.01551178,0.00011308,00000-0,43850-3,0,999,2,29.3542,355.5107,0.48907079999999997,251.0928,51.2285,5.9012871,40539,6,14640.873852756631,12934.164939714203,0.6128758466280845,0.15581385410139909,2.7634361359305724e-07
2437,11028,U,78087B,20122.19680615,6.413e-05,+00000-0,+49783-3,0,999,3,31.2441,33.6508,0.4379938,69.5622,331.4265,6.73826899,56717,5,12822.284199135243,11839.60812603834,0.629242778526189,0.12635800516276147,3.7755121469092896e-07
2448,11057,U,78095A,20121.641756,5.44e-06,+00000-0,+11366-3,0,999,1,62.7915,335.4374,0.5959412,297.7328,14.8233,4.09631552,35186,7,21092.12524722705,16498.354210567955,1.2014620422425077,0.14035819282714593,2.3009628587889028e-07
2583,11745,U,80019G,20122.22796476,0.00091791,+69165-5,+45479-3,0,999,7,63.2487,90.0377,0.0687512,61.05,305.7738,14.54228979,5348,1,5941.292688267904,7089.479660627145,1.0608254425520833,0.05419795842694597,1.8602592209666407e-06
2587,11765,U,80030A,20122.06875833,3.05e-06,00000-0,26442-4,0,999,8,66.0855,300.3606,0.054187400000000004,36.1616,327.4871,14.39691458,5775,8,6001.285867183355,7137.124491145849,1.1043162489463523,0.020989998586098107,4.8355767105065235e-06
2621,11984,U,67026C,20121.92162115,5.09e-05,+00000-0,+53809-3,0,999,9,26.0942,31.8049,0.46745870000000006,212.7891,106.8679,6.20068645,40741,4,13933.941136468851,12514.390715441044,0.5485823457437292,0.1250842363473374,3.608212113427255e-07
2648,12138,U,81003A,20122.19001725,5.33e-06,00000-0,37148-4,0,999,7,82.9546,166.1837,0.0710657,192.2816,166.0218,13.95604065,95631,5,6190.867608285448,7286.652751723541,1.3475833693098302,0.014536362636104534,7.607986346353029e-06
2649,12139,U,81003B,20122.13691213,2.558e-05,00000-0,11899-3,0,999,2,82.9482,359.95,0.0464085,22.8745,339.2406,14.5704046,99956,3,5929.8284688676395,7080.356897294104,1.3386191764425637,0.01890513073509155,6.066840424947372e-06
2722,12295,U,81012A,20122.31541855,1.654e-05,00000-0,33173-3,0,999,6,28.4156,149.9227,0.5008219,346.6678,3.8985,5.59032402,51199,4,15455.275882201906,13409.468679931051,0.5942200215830323,0.11190043569294177,3.6407078883339604e-07
2746,12354,U,80030Y,20122.14968906,5.22e-06,+00000-0,+38862-4,0,999,6,66.1057,163.0771,0.0423989,228.2365,128.1782,14.6181251,6739,3,5910.470693673295,7064.939403888219,1.1019105163342011,0.012897044008771669,7.972192043419245e-06
2753,12388,U,81033A,20122.14945378,-2.32e-06,+00000-0,-17202-4,0,999,0,82.8764,226.0012,0.06618550000000001,345.1726,13.0825,14.09108662,95455,5,6131.535652997072,7240.022252030526,1.344590498738573,0.018652782560855265,5.974095591010149e-06
2760,12445,U,80098B,20122.64206577,1.236e-05,00000-0,18240-3,0,999,5,23.6499,204.0888,0.42277700000000007,298.9991,25.2197,6.93326962,90686,8,12461.652976939902,11616.558874687113,0.4930458151374305,0.09548928322612589,5.208146019096071e-07
2761,12446,U,81038B,20122.09920456,2.326e-05,00000-0,28003-3,0,999,8,63.036,76.455,0.6862909,264.2445,20.5083,2.84003674,663,8,30422.141651590042,21061.384585075684,1.2310681711642844,0.18598112346442314,1.2309298523341928e-07
2770,12497,U,81050B,20122.04345703,3.166e-05,+00000-0,+26528-3,0,999,2,23.9597,212.1068,0.353619,284.363,39.5677,8.25500434,98732,0,10466.378507076595,10340.892421610992,0.4826781093477779,0.09882562476027634,5.794216349377891e-07
2791,12546,U,81057C,20122.35611392,1.459e-05,00000-0,24084-3,0,999,6,10.2061,96.7745,0.6016238,33.5805,353.0161,4.02440242,31754,9,21469.025952926444,16694.315739797723,0.3557797172243982,0.1504715391742374,3.134051368966291e-07
2925,12787,U,81012C,20121.8782357,0.00014035,+00000-0,+84943-3,0,999,7,28.149,31.2632,0.5998643,10.2439,357.9417,4.09688478,44756,7,21089.194507442313,16496.825883373916,0.6229339434741273,0.17670319837121454,1.786654245505116e-07
2940,12848,U,81094A,20122.50477628,4.78e-06,00000-0,27585-4,0,999,1,82.48,97.1229,0.059234400000000006,240.9435,113.1191,14.24977019,93891,2,6063.2556769675175,7186.172706053391,1.337027740452585,0.017782281945132126,6.307076930931595e-06
2941,12849,U,81094B,20122.03826166,2.49e-06,+00000-0,+18558-4,0,999,1,82.4919,81.5224,0.09021799999999999,113.6884,256.1525,13.50634601,88350,1,6396.992934730835,7447.507966248938,1.3479481674803373,0.009488851702451877,1.1294131732717119e-05
3004,13007,U,81119B,20122.2405984,5.073e-05,+00000-0,+23760-3,0,999,6,23.523,160.1399,0.305638,148.0669,234.8096,9.24125213,97251,1,9349.382398032247,9591.407537925685,0.46510861008404186,0.10256974928965491,6.12747316263462e-07
3006,13011,U,81122B,20122.06811625,1.232e-05,+00000-0,+20008-3,0,999,7,10.4865,84.0388,0.6630199999999999,137.2668,299.7573,3.15279394,28894,9,27404.26480266579,19644.417971610088,0.3857333620346627,0.17594155938484915,2.2164080011327695e-07
3031,13070,U,82015A,20120.56107635,-1.151e-05,+00000-0,+60195-4,0,999,9,62.329,328.6132,0.7474555,275.4434,11.5995,2.00400945,27963,7,43113.5691500856,26572.742595244476,1.23422182863261,0.12253042322756556,1.3301886915527854e-07
3034,13075,U,82015D,20121.79094805,5.4e-07,+00000-0,-45363-4,0,999,5,62.7268,54.5439,0.7505267,268.8675,13.3331,1.97161804,27484,9,43821.87535675013,26862.99112276131,1.2417859415841415,0.1307889932184854,1.2291212542639396e-07
3192,13608,U,82100F,20122.00560742,0.00013486,+00000-0,+60211-3,0,999,5,52.0512,273.4366,0.3841861,175.1807,190.1156,7.75864704,80251,3,11135.96217930285,10777.35596153823,0.9691421574523482,0.1258412926023812,4.422126476260387e-07
3193,13609,U,82100G,20122.18142898,1.242e-05,+00000-0,+28575-3,0,999,7,52.0469,96.9975,0.4958892,38.2204,348.2366,5.66094982,68474,6,15262.456433503592,13297.704786520304,0.9970966212224118,0.10478613699715207,3.986841670300173e-07
3209,13658,U,82110D,20120.95177104,-3.3e-07,+00000-0,+23566-3,0,999,6,23.2808,162.7654,0.7096169,229.1385,43.6692,2.45712046,24687,5,35163.111213521865,23196.293324078702,0.5597256064355893,0.09502608475449342,2.1370581557055158e-07
3210,13666,U,82110E,20122.14984955,1.211e-05,+00000-0,+60587-3,0,999,0,22.9446,135.4305,0.7115991999999999,293.8274,9.5378,2.46390484,28162,2,35066.289329583036,23153.69298348343,0.5619348869579226,0.14572030492341334,1.4223889784803737e-07
3259,13844,U,83008E,20122.04323951,1.5e-05,+00000-0,+12868-3,0,999,7,63.2975,314.2455,0.09044289999999999,94.5344,275.9434,13.5551509,5341,6,6373.960764981229,7429.62087802396,1.072647004216671,0.02366991085650168,4.012896634550849e-06
3260,13845,U,83008F,20122.07841692,1.57e-05,+00000-0,+13324-3,0,999,3,63.2966,309.4236,0.0902783,94.8277,275.6305,13.55986526,3933,4,6371.744729268792,7427.898740096998,1.0725788295409613,0.02383460792270193,3.9863316589142515e-06
3261,13874,U,83008H,20122.49347594,1.533e-05,00000-0,11972-3,0,999,9,63.2917,308.009,0.0912216,93.7918,276.7759,13.56288031,4585,3,6370.32828021764,7426.79787678846,1.0725115837929182,0.027954397336460136,3.399533443824132e-06
3275,13912,U,65108V,20122.17803908,1.822e-05,+00000-0,+27572-3,0,999,8,26.579,156.4132,0.5574111999999999,9.232,357.8799,4.70857994,45976,2,18349.481393746923,15035.213241976999,0.5810157384747549,0.14260325384531897,2.502291717818498e-07
3291,13971,U,83026D,20122.23442566,1.233e-05,+00000-0,+30048-3,0,999,6,25.8626,111.755,0.6115301,68.5038,344.1726,3.86775975,41731,9,22338.5126234896,17142.0686883892,0.5832593832472481,0.14661058388027498,2.0585988203916264e-07
3305,14051,U,83041B,20122.20577534,8.13e-06,00000-0,57920-4,0,999,6,25.3299,141.6782,0.109019,30.7507,335.2519,13.10102928,71603,6,6594.901679358738,7600.332855092793,0.45318337703677136,0.015234757389351027,5.316048525438486e-06
3324,14135,U,83059D,20122.36021214,1.69e-06,00000-0,19407-3,0,999,5,23.3083,71.3596,0.6962094,61.1523,350.6504,2.63589681,26174,1,32778.217899963995,22135.225689325875,0.5578458679509691,0.10573565575962278,2.05113658505511e-07
3325,14136,U,83059E,20121.78450843,3.53e-06,+00000-0,+52486-3,0,999,4,25.6425,322.2017,0.700709,45.2268,353.9006,2.60026138,28781,8,33227.4288517872,22337.00219536944,0.6012324238301205,0.13899643683658128,1.516805813175463e-07
3327,14143,U,83056C,20121.6922819,6.13e-06,+00000-0,+59800-4,0,999,4,63.2954,181.8989,0.0913531,91.3111,279.2601,13.54535478,4119,3,6378.570469602716,7433.202557941911,1.0727512849390504,0.025638434546770544,3.7025364746117823e-06
3328,14144,U,83056D,20122.13406275,6.1e-06,+00000-0,+59793-4,0,999,5,63.2949,182.2355,0.0913336,91.5639,279.0071,13.54467289,5060,9,6378.891590936014,7433.452032846443,1.072749857715404,0.025446735935208464,3.7302525151791516e-06
3344,14180,U,83056G,20122.14168984,7.31e-06,+00000-0,+63032-4,0,999,3,63.2913,184.0713,0.09236799999999999,89.7631,280.9067,13.54625657,5332,5,6378.145840773781,7432.8726630086785,1.0727210506744258,0.0294882000553383,3.2193996498736344e-06
3368,14277,U,83084G,20122.13808177,5.67e-06,00000-0,20494-3,0,999,6,51.9704,49.6001,0.5481446999999999,154.2797,248.4618,4.80818773,61081,2,17969.348297471737,14826.840426074867,1.0093141227152564,0.11304820005138973,3.1805576989498484e-07
3369,14278,U,83084H,20122.31484613,1.777e-05,00000-0,35645-3,0,999,0,52.0533,199.1246,0.5375236999999999,241.5471,54.6896,4.99639426,62158,2,17292.47043046599,14452.126585497132,1.0083153105524656,0.1225157182117411,3.04319434693288e-07
3428,14483,U,83111A,20122.21944291,8.42e-06,+00000-0,+57099-4,0,999,1,82.9087,194.4549,0.07473250000000001,148.7323,216.0628,13.8912053,80910,3,6219.762658032274,7309.308138293599,1.3479214670328525,0.01860667353042333,5.9181576116538925e-06
3444,14524,U,83089C,20121.58516409,2.3e-05,+00000-0,+27138-3,0,999,7,24.1388,208.1361,0.6081696999999999,93.9885,333.0422,3.94390252,40402,8,21907.235171725286,16920.71754751082,0.5571723237967883,0.16288752592404573,1.9251969091521345e-07
3465,14608,U,83127H,20120.05031468,4.54e-06,+00000-0,+17302-3,0,999,1,51.6391,19.7274,0.5478423000000001,206.0568,111.0285,4.8033272,52975,1,17987.5316426497,14836.841015398184,1.0034438782224238,0.10644584745909835,3.370090003741238e-07
3494,14728,U,84012C,20121.98683106,1.165e-05,+00000-0,+10623-3,0,999,2,63.2956,293.4425,0.0921142,87.9458,282.6647,13.51308796,3908,2,6393.801346942466,7445.030619714126,1.0731129428015387,0.023007213395662727,4.117529080357694e-06
3495,14729,U,84012D,20122.49252181,1.182e-05,00000-0,10729-3,0,999,1,63.2964,292.5546,0.0920305,87.4903,283.1016,13.51559653,3926,2,6392.614621797977,7444.109365112305,1.0730962092000706,0.02311854147507961,4.098368988854421e-06
3502,14756,U,65108Y,20121.20224928,8.423e-05,+00000-0,+35115-3,0,999,3,26.5716,180.3289,0.4666909000000001,268.1024,39.9109,6.2809752,50144,0,13755.82568770531,12407.515839665424,0.5597924711587282,0.14828288350413654,3.093604351103296e-07
3510,14795,U,84012F,20122.0022246,1.889e-05,+00000-0,+13227-3,0,999,8,63.291,287.6765,0.09378049999999999,83.1218,287.5443,13.53119437,4853,5,6385.24565071339,7438.3875570317,1.0729275757534176,0.0320572394383388,2.9586842488283493e-06
3585,15053,U,84047G,20122.21311293,2.93e-06,+00000-0,+15048-3,0,999,1,52.0733,59.2335,0.5600801,103.5678,321.799,4.59967962,58028,4,18783.916954633463,15271.598655263597,1.0136835512267164,0.0999885918192787,3.450085002315553e-07
3586,15054,U,84047H,20121.81551784,3.534e-05,+00000-0,+39514-3,0,999,3,51.9697,294.4576,0.494821,200.247,130.0643,5.73545811,56111,4,15064.18464627231,13182.288615789244,0.9963063311478458,0.1315207366167169,3.2190675052315176e-07
3619,15244,U,84093E,20121.9771492,7.513e-05,00000-0,49042-3,0,999,3,27.2141,108.3509,0.4578702,317.3288,14.986,6.40323919,76561,6,13493.170790016982,12249.068802195086,0.5666355007603338,0.13589340709324735,3.407249163574301e-07
3620,15245,U,84093F,20122.28086769,6.09e-06,00000-0,22378-3,0,999,4,22.3804,184.0312,0.6933026999999999,78.7106,346.2203,2.70850904,32810,5,31899.468941776177,21737.82214380842,0.5491953102162649,0.15112169281747398,1.5086957101012313e-07
3621,15246,U,84093G,20122.07630003,3.01e-06,+00000-0,+16842-3,0,999,6,24.8982,86.3052,0.7127563,158.5785,260.8793,2.44321262,30203,6,35363.275096377,23284.23901547391,0.5921402246460313,0.13795238385360264,1.453727131762577e-07
3626,15265,U,84095G,20122.17820397,6.853e-05,+00000-0,+54132-3,0,999,9,51.9474,159.8642,0.500899,287.7231,25.1947,5.65756292,55027,1,15271.593302934049,13303.011371058254,0.997873201725167,0.1428032545087819,2.9299635669315904e-07
3627,15266,U,84095H,20121.94533223,6.4e-07,00000-0,37131-4,0,999,2,52.0406,356.1005,0.5482428,263.3461,34.6732,4.77435289,58644,8,18096.693309153357,14896.807758142697,1.0098426597349421,0.08912699959223881,4.004077382715603e-07
3656,15387,U,84113D,20122.02106077,-8.2e-07,+00000-0,+33386-4,0,999,9,25.6196,67.9362,0.707105,76.1627,347.8124,2.47360968,30897,8,34928.71195426435,23093.093265367665,0.5940275817019117,0.056202736257440496,3.5287131735122197e-07
3657,15388,U,84114C,20122.08340349,-2.2e-06,+00000-0,-59261-4,0,999,4,7.1777,132.8746,0.6923914000000001,203.0415,98.052,2.67102355,24458,4,32347.15021513008,21940.73031306193,0.3395147118208642,0.07803931147655437,5.4276605828147e-07
3658,15390,U,84113E,20122.22657194,4.644e-05,+00000-0,+29802-3,0,999,0,27.06,113.6289,0.4548352,109.142,304.3941,6.4579579,65849,1,13378.84224980779,12179.77926796541,0.5633007813559022,0.135720452837227,3.438491816955355e-07
3663,15402,U,84115C,20122.13483721,4e-07,00000-0,24220-3,0,999,4,23.3087,55.8279,0.7162251999999999,35.1676,355.5617,2.35664734,24042,0,36662.2525710614,23850.99450749686,0.55804563867321,0.047517500365031724,4.0820386350071664e-07
3700,15544,U,85010C,20121.95002517,1.826e-05,+00000-0,+93626-3,0,999,4,27.9163,350.3336,0.6925247,58.4681,351.0685,2.71749085,1018,0,31794.03529546383,21689.897370341856,0.6379733052000494,0.14956764723835148,1.4448902890944862e-07
3707,15562,U,85015C,20121.86164391,3.15e-06,00000-0,30324-3,0,999,6,6.9642,29.5333,0.6725783000000001,181.5372,174.0723,2.97388794,29760,3,29052.876820906706,20424.581075864942,0.34352728694103674,0.13455675099117875,3.6544125212841613e-07
3733,15644,U,85028D,20122.06844339,7.16e-06,+00000-0,+50109-3,0,999,9,22.9747,128.3534,0.6917154999999999,270.6822,17.3601,2.71972223,32506,9,31767.95006745965,21678.032182271003,0.5561742720199562,0.13974374441980253,1.6184267285301573e-07
3736,15680,U,85035D,20122.01413597,0.0001322,00000-0,11248-2,0,999,4,6.7805,90.4931,0.333786,118.0504,279.5709,8.63050831,61399,4,10010.997834263137,10038.726925676461,0.21571791640337692,0.09404988740760356,9.784875962764683e-07
3742,15714,U,85037G,20122.30678127,8.23e-06,00000-0,33216-3,0,999,3,51.8494,239.824,0.5514051999999999,110.5219,315.0893,4.73602553,57099,4,18243.14490129026,14977.070272142319,1.0076743271780706,0.0989149913228158,3.580553516562645e-07
3743,15715,U,85037H,20122.19255172,1.151e-05,+00000-0,+28962-3,0,999,9,52.0113,36.1109,0.5213561,112.9853,308.969,5.24832549,50152,5,16462.39360813729,13985.85592007782,1.0032184104184594,0.11384588435118276,3.4246468442022274e-07
3777,15874,U,85055B,20121.95044014,5.64e-06,+00000-0,+43223-3,0,999,3,23.0906,208.5148,0.6547972,176.3605,193.2273,3.21393098,36409,0,26882.966852013727,19394.497276116737,0.5463587660265828,0.12714998002775144,2.055047076635871e-07
3790,15952,U,85071A,20122.24269588,4.879e-05,+00000-0,+33997-3,0,999,6,64.3982,188.1127,0.6662988000000001,346.5639,2.1212,3.12957368,31940,4,27607.594143621507,19741.46766942219,1.2477457983895912,0.19318855668831972,1.3080563820160432e-07
3796,15996,U,85076E,20121.90369778,-3.1e-07,+00000-0,-65158-4,0,999,6,26.3949,326.0205,0.7158916999999999,328.9646,3.6986,2.36302573,24178,4,36563.2920975431,23808.05535960965,0.6092000288973399,0.056149618439675975,3.3656700792327565e-07
3797,16001,U,85076F,20122.04554202,1.93e-06,+00000-0,+11463-3,0,999,4,27.3722,117.8924,0.5058473,77.3906,332.7373,5.44431902,66953,8,15869.753348877046,13648.15188676867,0.5739473994224187,0.07190192733745515,5.516344750344026e-07
3798,16007,U,85076G,20121.63485246,-2.38e-06,+00000-0,-60162-4,0,999,8,26.9835,356.3842,0.7161642,205.2413,87.5794,2.35645415,29353,1,36665.25826526267,23852.298079269756,0.6184628745970655,0.04327074643844325,4.3320448730093187e-07
3839,16229,U,85028E,20122.23923647,8.18e-06,+00000-0,+22884-3,0,999,0,26.9099,212.8186,0.48059529999999995,135.4574,275.1403,5.90140145,57647,8,14640.590160155942,12933.997857759194,0.5617680582357849,0.09278807328492018,4.607148067870996e-07
3855,16293,U,85109F,20121.82038316,-9e-07,+00000-0,+17819-3,0,999,0,25.8828,313.1787,0.7177291,61.3964,351.7515,2.34680613,22797,6,36815.993829025836,23917.62659897851,0.6025755578485908,0.07662464546881989,2.4672909123658305e-07
3856,16294,U,85109G,20122.0642285,-2.3e-07,00000-0,50667-4,0,999,3,26.0978,292.0873,0.7168982,234.2607,36.8591,2.36031853,24909,9,36605.22887137611,23826.256533736025,0.6065665309601147,0.0844391574151902,2.2493782992315928e-07
3857,16295,U,85109H,20121.13896378,1.87e-06,+00000-0,+26534-3,0,999,6,26.0021,156.2934,0.7143618,252.3278,23.526,2.40220263,22184,1,35966.990844565014,23548.493680839092,0.6063647778376445,0.10525750852397306,1.842179076165628e-07
