,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis
2186,10465, U, 76067AJ,20121.21360262,1.45e-06, +00000-0, +42705-3,0,999,1,65.5668,73.5591,740579,177.1771,183.3783,12.57988892,28462,1,6868.105159707562,7808.812947180041
2187,10466, U, 76067AK,20122.19097152,-5.2e-07, +00000-0, +16378-4,0,999,1,65.8359,202.9081,720390,328.3656,50.6069,12.49053277,99235,5,6917.238967381532,7846.011047508003
2188,10469, U, 77065EB,20121.81995444,3.4e-07, +00000-0, -17728-4,0,999,2,29.1195,282.3366,871864,11.064,350.783,12.70936435,98544,1,6798.136997307816,7755.68813480736
2189,10470, U, 77065EC,20122.52877921,2.37e-06, 00000-0, 35422-4,0,999,7,29.0948,239.0203,634537,331.6719,25.0689,13.68507081,10378,1,6313.449246960819,7382.5238405195705
2190,10471, U, 77065ED,20122.19054016,2.64e-06, 00000-0, 56732-4,0,999,0,29.061,50.8065,859979,41.9645,324.3677,13.21994721,5619,5,6535.57829146581,7554.685858985781
2191,10478, U, 77065EL,20121.78032492,3.75e-06, +00000-0, +39457-4,0,999,3,29.269,298.1938,549761,324.3579,32.1445,14.02548268,12074,8,6160.215799432295,7262.581403044529
2192,10485, U, 77105E,20122.3659716,1.05e-06, 00000-0, 65281-2,0,999,2,62.2963,165.8214,7184902,273.7577,14.2741,1.97282638,30595,1,43795.03481700199,26852.021094694883
2193,10489, U, 77108A,20122.1220239,1.3e-06, +00000-0, +00000-0,0,999,5,10.4572,307.9594,14495,40.5419,305.9859,1.00342173,11476,5,86105.37067001729,42141.878388283745
2194,10490, U, 77108B,20122.31596798,2.87e-06, 00000-0, 53409-4,0,999,4,28.2964,71.7707,1171987,72.7606,299.763,12.66530758,94579,1,6821.7845839319125,7773.663367517528
2195,10491, U, 77109A,20122.13694243,1.28e-06, 00000-0, 29691-3,0,999,9,82.93,333.1085,14924,328.3736,149.6719,13.17584324,4122,8,6557.455065775357,7571.53518060048
2196,10492, U, 77109B,20122.08096014,1.37e-06, +00000-0, +30897-3,0,999,6,82.9195,297.578,19192,226.0496,273.658,13.19685437,4341,1,6547.014733784624,7563.496459156589
2197,10512, U, 77116A,20121.75728025,-7.6e-07, +00000-0, +49934-5,0,999,1,65.8352,234.9595,30158,263.8819,247.8492,13.75009237,12760,0,6283.594151593325,7359.231762461499
2198,10513, U, 77116B,20122.21053692,-6.4e-07, +00000-0, +17342-4,0,999,9,65.835,39.5627,35838,249.465,262.2754,13.78544688,13231,0,6267.479085161148,7346.643928651901
2199,10514, U, 77117A,20121.90085482,1.72e-06, +00000-0, +89653-4,0,999,1,81.2046,276.6608,23960,183.1674,176.935,14.10461145,17923,9,6125.6561590712945,7235.393235185478
2200,10515, U, 77117B,20122.19530489,1.6e-07, +00000-0, +17118-5,0,999,1,81.2473,339.2555,30568,160.4843,199.7505,14.08726234,17723,2,6133.20018572182,7241.332495712114
2201,10516, U, 77118A,20122.21551241,-1.4e-06, +00000-0, +00000-0,0,999,1,12.3281,318.8704,5792,57.7529,108.2499,0.98916471,11345,3,87346.42383269011,42545.84447016029
2202,10517, U, 77118B,20121.86030509,2.64e-06, +00000-0, +30990-4,0,999,2,28.6582,276.3081,846094,85.9653,283.7062,13.39836072,5034,3,6448.550073071925,7487.470311569719
2203,10518, U, 77116C,20122.22200039,-6.4e-07, +00000-0, +17125-4,0,999,3,65.829,144.4031,28477,260.7145,172.5523,13.76991942,12970,2,6274.546521638251,7352.165785769779
2204,10519, U, 77118C,20121.67248136,1.79e-06, 00000-0, 28140-4,0,999,9,29.0589,224.5743,831132,346.362,11.5696,13.26076035,3873,2,6515.4634967820675,7539.177003271885
2205,10520, U, 77119A,20121.94324,1.7e-07, +00000-0, +15056-4,0,999,0,74.0285,291.8027,17994,345.6415,14.4224,14.36077953,21742,1,6016.386493470525,7149.091915542047
2206,10521, U, 77119B,20122.4480819,-5.8e-07, 00000-0, -96192-5,0,999,2,74.0247,124.9696,22242,243.0485,116.8399,14.40781715,22336,1,5996.744621373822,7133.523537787056
2207,10524, U, 77119C,20122.21385641,3.29e-06, +00000-0, +65321-4,0,999,9,74.029,83.0989,12559,274.1638,85.8096,14.66258591,23693,2,5892.548594792854,7050.650342362481
2208,10525, U, 77119D,20122.14761742,3.24e-06, +00000-0, +66662-4,0,999,6,74.0209,117.8973,12287,336.2207,23.8391,14.64666322,23511,4,5898.954506035267,7055.759355332171
2209,10526, U, 77116D,20122.51337691,-2.6e-07, 00000-0, 55245-4,0,999,2,65.8341,219.8822,36438,319.0987,131.0522,13.7791591,12833,0,6270.339094930691,7348.878732091094
2210,10529, U, 77112D,20122.23748893,1.52e-06, +00000-0, +33146-4,0,999,5,63.3053,100.694,746708,127.2388,239.9199,13.81680802,4211,9,6253.253274919572,7335.52286625802
2211,10531, U, 77121A,20122.45195189,-8.3e-07, 00000-0, -71436-5,0,999,6,65.8508,145.6116,148162,203.0667,156.3691,13.59791261,49545,6,6353.916404526739,7414.036621300559
2212,10535, U, 77121C,20122.0286033,1.48e-06, +00000-0, +23135-3,0,999,1,65.8522,325.5768,113694,86.251,67.0864,13.73948107,11517,5,6288.44710799547,7363.020404703697
2213,10536, U, 77122A,20122.11718361,3.3e-07, 00000-0, 18536-4,0,999,2,82.9328,101.0942,22252,124.3366,283.7834,13.73206329,12218,9,6291.843998630449,7365.67173482241
2214,10537, U, 77122B,20122.34332685,6.9e-07, 00000-0, 56702-4,0,999,5,82.9355,58.4535,19476,337.1552,134.3288,13.75257246,12529,3,6282.460990574559,7358.346977414001
2215,10539, U, 77123A,20121.85546198,-1e-07, +00000-0, +98764-6,0,999,2,75.8346,254.295,302965,17.6298,343.5079,13.88807967,14529,7,6221.162468316975,7310.40477831247
2216,10541, U, 77123B,20122.53501792,-7e-08, 00000-0, 31414-5,0,999,6,75.8364,245.0406,299947,359.4277,0.6471,13.88962994,14604,6,6220.468102694463,7309.8608083580875
2217,10544, U, 77112E,20122.18906382,1.86e-06, 00000-0, 36138-4,0,999,6,63.3056,95.6202,744737,127.0767,240.0769,13.82334323,4211,3,6250.296947882412,7333.210692339606
2218,10557, U, 78002A,20122.45268237,-2.75e-06, 00000-0, 00000+0,0,999,3,13.0445,331.372,1565,30.7784,317.8773,0.99907798,9901,5,86479.73604622936,42263.938526373946
2219,10562, U, 77121D,20122.22047618,2.2e-07, +00000-0, +18091-3,0,999,5,65.8722,34.4643,87332,44.3296,117.2255,13.35850888,6249,4,6467.787743088284,7502.354273341483
2220,10563, U, 77121E,20122.21200919,2.34e-06, +00000-0, +25899-3,0,999,9,65.8486,256.6446,107981,347.311,12.5243,13.86920017,12644,3,6229.631048723988,7317.037484433776
2221,10564, U, 77121F,20122.21614312,5.3e-07, +00000-0, +14170-3,0,999,5,65.866,52.8288,140057,69.2831,77.292,13.69571856,11422,6,6308.540849571897,7378.6969775502275
2222,10565, U, 77121G,20122.19864418,6.6e-07, +00000-0, +17073-3,0,999,6,65.8286,92.7361,126495,240.7266,213.1753,13.64422438,10370,6,6332.3496883155185,7397.25043728426
2223,10566, U, 77121H,20122.09115048,7e-08, +00000-0, +11723-3,0,999,5,65.7793,291.7539,414201,166.693,194.544,13.22946087,3259,4,6530.878381894334,7551.0635733211975
2224,10567, U, 77121J,20122.22320688,-1.9e-07, +00000-0, +81269-4,0,999,6,65.7958,58.908,93005,87.6435,24.5113,13.55108055,9456,4,6375.875317190112,7431.108564731756
2225,10568, U, 77121K,20122.22923622,5.7e-07, +00000-0, +15107-3,0,999,2,65.7707,67.985,193000,82.2231,280.069,13.63630779,10163,1,6336.025948560669,7400.113154226676
2226,10569, U, 77121L,20122.19715755,4e-07, +00000-0, +11797-3,0,999,8,65.3974,148.1347,137243,3.4553,356.7421,13.76837504,12149,4,6275.250329032293,7352.715563818063
2227,10570, U, 77121M,20122.12105594,5.27e-06, 00000-0, 62878-3,0,999,3,65.3661,350.7317,13809,262.6975,268.735,13.7598898,9954,2,6279.12005516207,7355.738027255076
2228,10571, U, 77121N,20121.80526492,-3e-08, +00000-0, +65869-4,0,999,6,65.938,257.7484,137954,67.7144,293.8485,13.84004395,12929,1,6242.754742119154,7327.310203257202
2229,10572, U, 77121P,20122.22433355,1.4e-07, +00000-0, +89065-4,0,999,4,65.0331,87.4582,181108,2.2451,357.9377,13.78307904,12693,6,6268.555795788283,7347.485307140742
2230,10573, U, 77121Q,20122.19904397,-3.2e-07, +00000-0, +59689-4,0,999,0,66.3631,81.0309,100056,272.2151,181.8995,13.51396852,8751,1,6393.38473166726,7444.707207813814
2231,10574, U, 77121R,20122.04034519,5e-07, +00000-0, +16772-3,0,999,9,65.5485,340.9334,114746,43.5194,107.7904,13.59299846,9649,9,6356.213476684231,7415.823398675551
2232,10575, U, 77121S,20122.54141083,-7e-08, 00000-0, 89423-4,0,999,7,65.8783,281.1715,111643,140.1113,281.2914,13.60432761,10106,7,6350.920271612012,7411.705755961027
2233,10576, U, 77121T,20122.25752212,-3.1e-07, +00000-0, +54795-4,0,999,9,65.8384,236.6417,140430,193.1565,185.9563,13.65938754,10915,0,6325.320205388944,7391.775010990694
2234,10577, U, 77121U,20122.24700317,5e-08, +00000-0, +92492-4,0,999,4,65.796,70.5069,143656,302.3177,164.3682,13.68040219,11158,0,6315.603795855945,7384.203334924738
2235,10578, U, 77121V,20122.26567017,3e-08, +00000-0, +91691-4,0,999,3,65.7725,47.9709,133911,16.3445,140.586,13.6756696,11122,2,6317.789368061363,7385.906817221197
2236,10579, U, 77121W,20122.49229854,1.07e-06, 00000-0, 36692-3,0,999,7,65.6465,260.4968,61627,338.1869,81.9481,13.32610768,5847,3,6483.513571608781,7514.5102049831385
2237,10580, U, 77121X,20122.21516727,2.8e-07, +00000-0, +17667-3,0,999,0,65.6826,46.23,75738,175.6863,334.1033,13.43559769,7353,7,6430.677815271798,7473.629485591735
2238,10581, U, 78005A,20122.16765694,-1.5e-07, +00000-0, +60032-5,0,999,9,74.0342,15.8219,5669,209.1612,266.0237,12.51255712,92507,0,6905.063383239125,7836.801417768371
2239,10584, U, 78005B,20122.13677306,2e-08, +00000-0, +10915-3,0,999,9,74.0278,118.1658,41633,276.8033,149.2497,12.5794548,93001,8,6868.342179662666,7808.992602150932
2240,10585, U, 78005C,20122.26493177,-1e-07, +00000-0, +36292-4,0,999,3,74.031,206.419,28684,27.191,28.8517,12.55656964,92834,2,6880.860177350157,7818.477984920538
2241,10586, U, 78005D,20121.99319782,9e-08, +00000-0, +15607-3,0,999,5,74.0291,291.6605,16701,117.3231,53.8022,12.53457602,92669,4,6892.9335832453635,7827.621035087946
2242,10587, U, 78005E,20122.07735088,-3e-08, +00000-0, +83853-4,0,999,1,74.0284,105.9101,7886,166.215,259.187,12.48908509,92332,2,6918.0407834021735,7846.617352601053
2243,10588, U, 78005F,20122.20147896,-2.3e-07, +00000-0, -48564-4,0,999,4,74.0315,200.0261,20809,239.3653,183.9681,12.4642757,92155,1,6931.810726876012,7857.026047663133
2244,10589, U, 78005G,20122.51394341,2e-08, 00000-0, 12778-3,0,999,0,74.0289,287.8698,32981,348.9115,66.2024,12.44100257,92153,3,6944.777923954725,7866.821647528063
2245,10590, U, 78005H,20122.18640188,-1.9e-07, +00000-0, -30564-4,0,999,2,74.0346,27.8219,46219,94.0279,266.6052,12.41473862,91724,1,6959.469920761006,7877.912820956448
2246,10591, U, 78005J,20122.06808851,4.7e-07, +00000-0, +54629-3,0,999,9,74.0369,346.2781,144998,130.7204,338.6506,12.23314947,45962,3,7062.776451140672,7955.681154467312
2247,10594, U, 77112F,20122.17762871,8.25e-06, 00000-0, 77017-4,0,999,4,63.303,30.4136,734772,125.3584,241.8423,13.90880491,5477,1,6211.892434977004,7303.140912176822
2248,10599, U, 78007A,20122.47396703,3.2e-07, 00000-0, 17362-4,0,999,0,82.9412,251.4959,52280,336.3399,23.5354,13.76688698,12415,7,6275.928619557826,7353.245389955248
2249,10600, U, 78007B,20122.20804995,4.2e-07, +00000-0, +26304-4,0,999,8,82.9426,217.6895,46812,239.3103,120.3438,13.78500589,12623,1,6267.679585300489,7346.800609964837
2250,10613, U, 76067AM,20121.51285163,-1.84e-06, +00000-0, -26018-3,0,999,9,65.8005,318.1096,716808,313.2013,41.1197,12.60851295,707,4,6852.51308719955,7796.990016892501
2251,10614, U, 76067AN,20122.26164525,-1.36e-06, +00000-0, -21380-3,0,999,5,65.734,67.9863,747046,294.5142,177.8294,12.41299565,98222,8,6960.447134290264,7878.650254786712
2252,10615, U, 76067AP,20122.31834564,8.56e-06, 00000-0, 23102-2,0,999,9,66.0042,233.4039,673389,233.7984,154.4844,12.57441042,27687,9,6871.09749993352,7811.080911742843
2253,10616, U, 76067AQ,20121.94045882,2.6e-06, +00000-0, +82680-3,0,999,1,65.5958,308.6012,731847,212.6588,142.7088,12.47104814,99095,0,6928.0463863240275,7854.181269146867
2254,10617, U, 76067AR,20122.23612565,-6.1e-07, +00000-0, -12225-4,0,999,3,65.6304,142.0032,744049,204.4823,233.2888,12.36300568,97725,2,6988.591790406748,7899.874248944805
2255,10618, U, 76067AS,20121.97243237,-7.4e-07, +00000-0, -56137-4,0,999,4,65.8411,295.8268,721804,32.8345,41.7045,12.38696027,98020,4,6975.076864438834,7889.6861538148705
2256,10619, U, 76067AT,20121.84574856,-7.7e-07, +00000-0, -90612-4,0,999,4,65.8286,256.0024,660869,139.4015,15.6707,12.33128651,97235,5,7006.568205996537,7913.415423365901
2257,10620, U, 76067AU,20122.52057931,-2.69e-06, 00000-0, -76937-3,0,999,8,65.9561,216.84,643816,141.9818,327.6556,12.40721965,97786,2,6963.687468852057,7881.095258852938
